,artist.name,track.name,album.name,album.type,popularity,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key_name,mode_name,key_mode
153,Crumb,Ghostride,Jinx,album,63,indie,0.665,0.35,2,-9.426,0.028,0.508,0.83,0.109,0.467,87.061,4,D,major,D major
154,James Blake,Barefoot In The Park (feat. ROSALÍA),Assume Form,album,62,indie,0.558,0.632,9,-8.339,0.284,0.832,0.105,0.198,0.519,161.764,4,A,minor,A minor
155,Vampire Weekend,Sunflower (feat. Steve Lacy),Father of the Bride,album,60,indie,0.863,0.576,8,-5.691,0.0567,0.406,0.00824,0.141,0.932,100.03,4,G#,major,G# major
156,Caroline Polachek,Door,Pang,album,60,indie,0.684,0.438,3,-8.309,0.0388,0.222,0,0.262,0.253,123.997,4,D#,major,D# major
157,beabadoobee,She Plays Bass,She Plays Bass,single,59,indie,0.447,0.89,9,-3.823,0.047,0.000147,0.021,0.101,0.269,136.066,4,A,minor,A minor
158,KAYTRANADA,DYSFUNCTIONAL,DYSFUNCTIONAL,single,59,indie,0.808,0.805,1,-3.392,0.103,0.00113,0.0585,0.193,0.886,107.965,4,C#,major,C# major
159,Noname,Song 32,Song 32,single,58,indie,0.869,0.479,1,-9.695,0.128,0.0374,0.0168,0.0641,0.388,91.757,4,C#,major,C# major
160,Big Thief,Not,Two Hands,album,57,indie,0.422,0.788,11,-6.57,0.0556,0.101,0.00282,0.16,0.544,140.423,4,B,major,B major
161,Jai Paul,Do You Love Her Now,Do You Love Her Now / He,single,56,indie,0.71,0.336,2,-11.001,0.0462,0.542,0.0204,0.114,0.34,80.002,4,D,major,D major
162,JPEGMAFIA,Free The Frail,All My Heroes Are Cornballs,album,56,indie,0.553,0.509,1,-7.955,0.353,0.515,0,0.154,0.264,153.674,4,C#,major,C# major
163,Angel Olsen,New Love Cassette,All Mirrors,album,56,indie,0.619,0.464,9,-9.82,0.028,0.15,0.88,0.0791,0.58,79.033,3,A,major,A major
164,Big Thief,UFOF,U.F.O.F.,album,55,indie,0.623,0.613,10,-9.241,0.0309,0.638,0.572,0.143,0.745,147.168,4,A#,minor,A# minor
165,Toro y Moi,Ordinary Pleasure,Outer Peace,album,55,indie,0.878,0.779,7,-7.283,0.135,0.118,0.0192,0.104,0.778,115.009,4,G,major,G major
166,Alex G,Gretel,House of Sugar,album,54,indie,0.449,0.875,8,-6.172,0.041,0.118,0.469,0.29,0.43,140.078,4,G#,major,G# major
167,FKA twigs,cellophane,cellophane,single,51,indie,0.463,0.282,2,-12.075,0.0424,0.884,0.000158,0.0983,0.244,106.952,4,D,major,D major
168,Dehd,Lucky,Water,album,51,indie,0.637,0.722,7,-4.016,0.0292,0.114,0.0644,0.0742,0.302,130.632,4,G,major,G major
169,Danny Brown,Best Life,uknowhatimsayin¿,album,50,indie,0.702,0.764,1,-6.189,0.347,0.12,0.000307,0.146,0.471,85.991,4,C#,major,C# major
170,Arlo Parks,george,George,single,46,indie,0.677,0.394,2,-7.278,0.0304,0.672,0.000124,0.129,0.539,96.985,4,D,minor,D minor
171,Hand Habits,placeholder,placeholder,album,45,indie,0.493,0.414,6,-9.372,0.0258,0.0319,0.00134,0.0878,0.426,133.65,4,F#,minor,F# minor
172,Stella Donnelly,Old Man,Beware of the Dogs,album,44,indie,0.691,0.759,1,-5.125,0.023,0.068,0,0.0894,0.703,98.005,4,C#,minor,C# minor
173,Nilüfer Yanya,Baby Blu,Miss Universe,album,44,indie,0.778,0.774,9,-7.402,0.0457,0.052,0.00118,0.109,0.582,124.942,4,A,minor,A minor
174,Perfume Genius,Pop Song,Pop Song,single,43,indie,0.644,0.443,9,-11.054,0.0834,0.12,0.119,0.0796,0.377,90.04,4,A,major,A major
175,Sudan Archives,Limitless,Athena,album,43,indie,0.642,0.475,8,-8.473,0.0363,0.0158,0.0137,0.369,0.363,87.89,4,G#,major,G# major
176,Brittany Howard,Georgia,Jaime,album,43,indie,0.369,0.549,10,-7.436,0.0892,0.512,0.099,0.116,0.246,91.579,3,A#,major,A# major
177,Vagabon,Water Me Down,Water Me Down,single,37,indie,0.792,0.723,1,-9.673,0.0469,0.361,0.0919,0.103,0.19,115.425,4,C#,minor,C# minor
178,Aldous Harding,The Barrel,Designer,album,36,indie,0.732,0.408,11,-8.475,0.036,0.747,0.000229,0.069,0.663,87.016,4,B,major,B major
179,Lala Lala,Destroyer,The Lamb,album,36,indie,0.606,0.601,10,-6.71,0.0259,0.744,0.674,0.145,0.339,109.975,4,A#,major,A# major
180,Jack Larsen,Spirit,Spirit,single,27,indie,0.552,0.717,1,-7.888,0.0571,0.0161,0.188,0.0693,0.038,110.015,4,C#,major,C# major
181,Tame Impala,Borderline,Borderline,single,6,indie,0.598,0.71,0,-6.839,0.0272,0.0476,1.77E-05,0.1,0.726,97.976,4,C,minor,C minor
182,Purple Mountains,All My Happiness is Gone,Purple Mountains,album,4,indie,0.505,0.746,7,-7.793,0.0271,0.00165,0.0455,0.266,0.723,138.131,4,G,major,G major
183,Caribou,Home,Home,single,1,indie,0.711,0.663,9,-7.995,0.0997,0.0251,0.00727,0.246,0.507,96.996,4,A,minor,A minor
184,Bill Callahan,747,Shepherd in a Sheepskin Vest,album,1,indie,0.715,0.444,2,-12.998,0.0328,0.93,0.359,0.0964,0.541,123.033,4,D,major,D major
185,HAIM,Summer Girl - Bonus Track,Summer Girl (Bonus Track),single,0,indie,0.512,0.544,1,-7.953,0.226,0.356,0.0159,0.169,0.616,99.927,4,C#,minor,C# minor
186,Chiiild,Back to Life,Back to Life,single,0,indie,0.642,0.575,8,-7.045,0.0246,0.0374,0.637,0.196,0.405,98.06,4,G#,major,G# major
187,Kanye West,Follow God,JESUS IS KING,album,75,cng,0.529,0.9,1,-3.503,0.418,0.000248,1.21E-05,0.0426,0.434,180.291,4,C#,major,C# major
188,Leeland,Way Maker - Live,Better Word (Live),album,70,cng,0.432,0.524,4,-8.721,0.0321,0.0289,0,0.682,0.183,135.956,4,E,major,E major
189,Elevation Worship,See A Victory,See A Victory,single,67,cng,0.345,0.747,10,-6.92,0.053,0.00214,0,0.0928,0.215,154.739,4,A#,major,A# major
190,We The Kingdom,Holy Water,Holy Water,single,64,cng,0.469,0.566,7,-6.966,0.0357,0.34,0,0.203,0.292,73.047,4,G,major,G major
191,Hillsong Worship,King Of Kings,Awake,album,61,cng,0.489,0.477,2,-7.343,0.0299,0.122,0,0.1,0.177,136.045,4,D,major,D major
192,Bethel Music,Raise a Hallelujah (Studio Version),Raise a Hallelujah (Studio Version),single,61,cng,0.42,0.823,1,-4.889,0.0434,0.00985,0,0.103,0.517,163.997,4,C#,major,C# major
193,Riley Clemmons,Fighting For Me,Fighting For Me,single,61,cng,0.645,0.727,1,-4.179,0.0492,0.156,0,0.282,0.152,110.723,4,C#,minor,C# minor
194,Zach Williams,Rescue Story,Rescue Story,album,61,cng,0.559,0.71,0,-6.14,0.0433,0.335,0,0.138,0.366,146.051,4,C,major,C major
195,MercyMe,Almost Home,Almost Home,single,60,cng,0.55,0.74,0,-5.263,0.0333,0.135,0.000207,0.103,0.256,129.928,4,C,major,C major
196,Hillsong UNITED,Whole Heart (Hold Me Now) - Live,People (Live),album,59,cng,0.329,0.588,4,-8.621,0.0322,0.0142,0,0.107,0.112,161.961,3,E,major,E major
197,Danny Gokey,Haven't Seen It Yet,Haven't Seen It Yet,album,59,cng,0.619,0.686,2,-6.534,0.0506,0.167,0,0.114,0.609,139.916,4,D,major,D major
198,Jeremy Camp,Dead Man Walking,The Story's Not Over,album,59,cng,0.518,0.799,1,-4.675,0.0455,0.0337,0,0.12,0.358,179.784,3,C#,minor,C# minor
199,Cody Carnes,Nothing Else,Nothing Else,single,58,cng,0.381,0.161,0,-12.915,0.0369,0.84,0,0.143,0.356,135.813,4,C,major,C major
200,Pat Barrett,Canvas And Clay - Live,Canvas And Clay (Live),single,58,cng,0.555,0.513,11,-6.938,0.0296,0.663,0,0.0936,0.348,140.025,4,B,major,B major
201,Building 429,Fear No More,Fear No More,single,56,cng,0.502,0.786,10,-6.467,0.0464,0.0116,0,0.135,0.361,94.971,4,A#,major,A# major
202,Kirk Franklin,Love Theory,LONG LIVE LOVE,album,55,cng,0.739,0.668,1,-5.464,0.246,0.185,0,0.0869,0.742,97.097,4,C#,major,C# major
203,Rhett Walker,Believer,Believer,single,55,cng,0.527,0.669,3,-5.073,0.0274,0.0215,0,0.157,0.273,86.999,4,D#,major,D# major
204,The Belonging Co,Hosanna - Live,Awe + Wonder (Live),album,55,cng,0.325,0.447,11,-7.967,0.0297,0.305,6.17E-06,0.188,0.179,135.95,4,B,major,B major
205,for KING & COUNTRY,God Only Knows (Timbaland Remix),God Only Knows (Timbaland Remix),single,54,cng,0.7,0.487,11,-5.437,0.0486,0.208,0,0.11,0.363,143.964,4,B,minor,B minor
206,Unspoken,Reason,Reason,album,54,cng,0.695,0.795,4,-4.483,0.144,0.0191,0,0.057,0.968,155.989,4,E,major,E major
207,Skillet,Anchor,Victorious,album,54,cng,0.22,0.754,8,-5.095,0.0594,0.0063,0,0.0865,0.358,160.126,3,G#,major,G# major
208,Amanda Lindsey Cook,House on a Hill,House on a Hill,album,54,cng,0.48,0.0729,10,-14.602,0.0559,0.957,0,0.0965,0.235,111.987,4,A#,major,A# major
209,Passion,Follow You Anywhere - Live,Follow You Anywhere (Live),album,54,cng,0.144,0.644,0,-6.666,0.0431,0.0166,0,0.0934,0.138,185.57,3,C,major,C major
210,Kim Walker-Smith,Just Be,Just Be,single,53,cng,0.391,0.246,3,-9.214,0.0271,0.85,0,0.0893,0.118,71.616,4,D#,major,D# major
211,Matthew West,The God Who Stays,The God Who Stays,single,53,cng,0.488,0.726,0,-5.228,0.0516,0.11,0,0.0769,0.225,141.686,4,C,major,C major
212,Tasha Cobbs Leonard,This Is A Move - Live,This Is A Move (Live),single,52,cng,0.245,0.723,8,-4.953,0.0626,0.41,3.97E-06,0.253,0.358,93.858,4,G#,major,G# major
213,Switchfoot,NATIVE TONGUE,NATIVE TONGUE,album,52,cng,0.586,0.895,6,-5.223,0.117,0.00434,0,0.37,0.312,127.998,4,F#,minor,F# minor
214,Terrian,In the Arms,In the Arms,single,51,cng,0.537,0.51,5,-5.648,0.0328,0.217,0,0.0925,0.26,132.97,4,F,major,F major
215,Rend Collective,YOUR NAME IS POWER,YOUR NAME IS POWER,single,51,cng,0.513,0.835,8,-4.661,0.0571,0.00244,1.49E-06,0.339,0.53,86.046,4,G#,major,G# major
216,Matt Redman,The Same Jesus,The Same Jesus,single,51,cng,0.293,0.658,6,-9.224,0.0447,0.0122,0,0.089,0.338,157.315,3,F#,minor,F# minor
217,Koryn Hawthorne,Enough,Overcomer (Music from and Inspired by the Original Motion Picture),compilation,50,cng,0.694,0.797,6,-5.227,0.0552,0.102,0,0.315,0.589,143.994,4,F#,minor,F# minor
218,Dan Bremnes,Up Again,Wherever I Go,album,50,cng,0.709,0.703,0,-4.946,0.0301,0.371,0.000152,0.182,0.847,97.002,4,C,major,C major
219,Josh Garrels,Closer Than a Brother,Chrysaline,album,50,cng,0.576,0.857,7,-7.876,0.0463,0.16,0.615,0.123,0.473,84.993,4,G,major,G major
220,Elevation Worship,Echo (Studio Version) (feat. Tauren Wells),Echo (Studio Version) (feat. Tauren Wells),single,49,cng,0.656,0.849,2,-4.408,0.0594,0.16,0,0.0723,0.586,103.954,4,D,major,D major
221,Aaron Cole,FASHO,NOT BY CHANCE,album,48,cng,0.87,0.473,10,-7.323,0.0869,0.00465,0,0.136,0.468,86.014,4,A#,minor,A# minor
222,Josh Baldwin,Let the Redeemed,Let the Redeemed,single,48,cng,0.461,0.848,9,-4.947,0.035,0.11,1.37E-05,0.22,0.726,159.974,4,A,major,A major
223,Tenth Avenue North,Greater Than All My Regrets,Greater Than All My Regrets,single,47,cng,0.334,0.497,7,-7.129,0.0363,0.128,0,0.0803,0.164,143.742,4,G,major,G major
224,GAWVI,Hope You Say,Hope You Say,single,47,cng,0.598,0.518,11,-5.947,0.0516,0.0336,0,0.0986,0.498,73.493,4,B,minor,B minor
225,Jekalyn Carr,I See Miracles,I See Miracles,single,47,cng,0.264,0.795,10,-4.413,0.0705,0.0901,0.000217,0.243,0.357,153.044,4,A#,minor,A# minor
226,Jason Gray,I'm Gonna Let It Go,I'm Gonna Let It Go,single,47,cng,0.68,0.775,4,-6.745,0.0828,0.334,0,0.248,0.633,86.002,4,E,minor,E minor
227,Donald Lawrence,Deliver Me (This Is My Exodus) (feat. Le'Andria Johnson),Goshen,album,47,cng,0.371,0.691,1,-4.947,0.146,0.0325,3.94E-06,0.449,0.167,103.247,3,C#,major,C# major
228,Big Daddy Weave,Alive,When The Light Comes,album,46,cng,0.515,0.782,0,-5.958,0.0416,9.19E-05,0,0.0893,0.398,146.091,4,C,major,C major
229,Travis Greene,Won't Let Go,Won't Let Go,single,45,cng,0.46,0.51,0,-7.814,0.0571,0.487,0,0.318,0.235,185.765,3,C,major,C major
230,We Are Messengers,Maybe It's Ok,Honest,single,44,cng,0.509,0.712,1,-6.097,0.0331,0.119,0,0.0831,0.489,138.005,4,C#,major,C# major
231,Gene Moore,Won't Be Moved,Tunnel Vision,album,43,cng,0.763,0.603,9,-8.588,0.11,0.0652,2.30E-05,0.0832,0.593,92.992,4,A,major,A major
232,Anthony Brown & group therAPy,Blessings on Blessings,Blessings on Blessings,single,34,cng,0.639,0.9,5,-3.468,0.141,0.056,0,0.172,0.704,96.984,4,F,minor,F minor
233,David Leonard,Threads,The Wait,album,34,cng,0.526,0.735,0,-5.621,0.0309,0.162,0,0.13,0.416,129.991,4,C,major,C major
234,Switch,Symphony,Symphony,single,1,cng,0.688,0.691,8,-6.3,0.0439,0.217,0,0.104,0.618,120.083,4,G#,major,G# major
235,Sanctus Real,Confidence,Unstoppable God,album,0,cng,0.459,0.774,9,-5.711,0.0414,0.034,0,0.108,0.444,167.142,4,A,major,A major
236,Red Rocks Worship,Breakthrough - Live,spark. (Breakthrough) [Live],single,0,cng,0.467,0.61,5,-7.729,0.0298,0.00851,0,0.963,0.102,95.018,4,F,major,F major
237,Gregory Alan Isakov,San Luis,Evening Machines,album,69,fna,0.567,0.434,7,-12.755,0.0349,0.86,0.257,0.115,0.254,82.459,4,G,minor,G minor
238,Caamp,By and By,By and By,album,67,fna,0.584,0.474,9,-7.981,0.0258,0.796,2.69E-06,0.115,0.332,101.457,4,A,major,A major
239,Joy Williams,The Trouble with Wanting,Front Porch,album,66,fna,0.396,0.198,2,-9.096,0.031,0.912,0,0.0972,0.19,138.624,3,D,major,D major
240,Rosie Carney,Thousand (feat. Lisa Hannigan),Bare,album,65,fna,0.676,0.198,1,-13.91,0.0333,0.943,0.0132,0.104,0.125,118.004,4,C#,major,C# major
241,Tyler Childers,House Fire,Country Squire,album,64,fna,0.519,0.707,5,-8.424,0.0272,0.241,0.102,0.267,0.545,93.348,4,F,major,F major
242,Humbird,Pharmakon,Pharmakon,album,63,fna,0.687,0.234,9,-12.559,0.029,0.848,7.72E-06,0.116,0.339,95.023,4,A,major,A major
243,Andrew Bird,Sisyphus,My Finest Work Yet,album,61,fna,0.631,0.792,0,-4.364,0.0427,0.23,0.000317,0.0756,0.462,82.901,4,C,minor,C minor
244,The Highwomen,Highwomen,The Highwomen,album,58,fna,0.554,0.47,8,-6.604,0.0548,0.77,2.60E-06,0.106,0.346,95.598,4,G#,minor,G# minor
245,Mandolin Orange,The Wolves,Tides of a Teardrop,album,58,fna,0.583,0.339,2,-14.209,0.0368,0.858,0.042,0.129,0.341,78.129,4,D,major,D major
246,Ian Noe,Letter to Madeline,Between the Country,album,56,fna,0.615,0.472,5,-8.638,0.0312,0.125,0,0.115,0.46,107.217,4,F,minor,F minor
247,Jade Bird,Does Anybody Know,Jade Bird,album,55,fna,0.778,0.145,10,-11.95,0.0503,0.892,4.40E-06,0.126,0.24,109.071,4,A#,minor,A# minor
248,Flyte,White Roses,White Roses,single,54,fna,0.53,0.633,10,-7.078,0.0283,0.391,0.0152,0.142,0.605,140.186,4,A#,major,A# major
249,The Milk Carton Kids,I'll Be Gone,The Only Ones,album,52,fna,0.593,0.447,7,-10.497,0.0325,0.862,8.78E-05,0.116,0.195,114.235,4,G,minor,G minor
250,Big Thief,Cattails,U.F.O.F.,album,52,fna,0.556,0.58,1,-6.925,0.0249,0.822,0.00594,0.111,0.702,80.514,4,C#,major,C# major
251,Orville Peck,Dead of Night,Pony,album,52,fna,0.454,0.548,2,-11.618,0.0547,0.82,0.356,0.0606,0.5,99.892,4,D,major,D major
252,Henry Jamison,Gloria,Gloria Duplex,album,51,fna,0.41,0.279,10,-13.248,0.0315,0.75,0.244,0.112,0.245,115.302,3,A#,major,A# major
253,Bonny Light Horseman,Deep In Love,Deep In Love,single,51,fna,0.618,0.558,5,-8.184,0.0251,0.604,0.395,0.124,0.336,111.709,4,F,major,F major
254,I'm With Her,Call My Name - Acoustic,Call My Name (Acoustic),single,50,fna,0.57,0.186,8,-10.603,0.0318,0.93,0,0.115,0.319,76.45,4,G#,major,G# major
255,Wilco,Love Is Everywhere (Beware),Ode to Joy,album,50,fna,0.313,0.52,7,-9.436,0.0298,0.12,0.452,0.0993,0.511,144.249,3,G,major,G major
256,Molly Tuttle,Take The Journey,When You're Ready,album,49,fna,0.569,0.675,0,-8.012,0.0349,0.115,0.000965,0.236,0.384,121.705,4,C,minor,C minor
257,Valerie June,Cosmic Dancer,Cosmic Dancer,single,46,fna,0.446,0.572,2,-7.786,0.037,0.382,0.51,0.0715,0.207,75.499,4,D,major,D major
258,Ondara,Saying Goodbye,Tales Of America,album,46,fna,0.631,0.523,9,-7.968,0.0303,0.454,5.86E-06,0.117,0.541,103.294,4,A,major,A major
259,Alana Henderson,On Board,On Board,single,45,fna,0.501,0.342,1,-8.726,0.0273,0.838,3.69E-06,0.12,0.165,110.855,4,C#,major,C# major
260,Hiss Golden Messenger,Terms of Surrender,Terms of Surrender,album,44,fna,0.527,0.224,4,-13.415,0.0309,0.957,0.0201,0.0932,0.227,113.844,3,E,major,E major
261,Patty Griffin,Where I Come From,Patty Griffin,album,42,fna,0.496,0.423,7,-12.655,0.0321,0.787,0.0225,0.112,0.108,99.057,4,G,minor,G minor
262,Justin Townes Earle,Frightened By The Sound,The Saint Of Lost Causes,album,41,fna,0.658,0.467,11,-11.677,0.0457,0.528,0.0361,0.116,0.632,118.969,4,B,minor,B minor
263,Rhiannon Giddens,Wayfaring Stranger (with Francesco Turrisi),there is no Other (with Francesco Turrisi) [Deluxe Version],album,39,fna,0.379,0.183,0,-9.926,0.0332,0.981,0.000622,0.112,0.197,147.546,4,C,minor,C minor
264,Caroline Spence,Mint Condition,Mint Condition,album,38,fna,0.436,0.209,0,-11.428,0.0328,0.686,0,0.105,0.198,111.124,3,C,major,C major
265,Calexico,Follow the Water,Years to Burn,album,38,fna,0.654,0.436,6,-11.284,0.0288,0.648,0.00229,0.0939,0.738,113.818,4,F#,major,F# major
266,Mavis Staples,We Get By,We Get By,album,37,fna,0.509,0.386,7,-8.609,0.0881,0.624,1.55E-06,0.133,0.674,134.543,4,G,major,G major
267,Our Native Daughters,Black Myself,Songs of Our Native Daughters,album,34,fna,0.772,0.533,11,-6.088,0.035,0.182,8.96E-06,0.0914,0.862,144.913,4,B,minor,B minor
268,Black Belt Eagle Scout,At the Party,At the Party With My Brown Friends,album,32,fna,0.463,0.721,7,-6.698,0.0258,0.203,0.618,0.108,0.25,146.966,3,G,major,G major
269,Dylan LeBlanc,Renegade,Renegade,album,32,fna,0.44,0.875,6,-4.27,0.0303,0.017,0.00309,0.123,0.71,118.103,4,F#,major,F# major
270,Darlingside,Bright as the Day,Look Up & Fly Away,single,31,fna,0.298,0.211,2,-11.008,0.0338,0.805,0.0442,0.0904,0.296,118.043,4,D,major,D major
271,Michaela Anne,Desert Dove,Desert Dove,album,31,fna,0.592,0.419,2,-9.441,0.0296,0.349,0.00102,0.0896,0.37,119.868,4,D,major,D major
272,Katie Pruitt,Loving Her,Loving Her,single,29,fna,0.462,0.406,10,-8.268,0.0297,0.679,0.000206,0.0939,0.254,80.388,4,A#,major,A# major
273,Joan Shelley,Coming Down For You,Like The River Loves The Sea,album,29,fna,0.528,0.338,5,-10.942,0.0302,0.969,0.0779,0.16,0.555,92.262,4,F,minor,F minor
274,Emily Scott Robinson,The Dress,Traveling Mercies,album,26,fna,0.518,0.298,10,-9.928,0.0377,0.884,2.13E-05,0.135,0.326,112.565,4,A#,major,A# major
275,JP Harris,Early Morning Rain,Why Don't We Duet in the Road (Again),single,26,fna,0.502,0.398,4,-11.812,0.0279,0.849,0.00728,0.0838,0.38,99.633,4,E,major,E major
276,Mary Bragg,Fool,Violets as Camouflage,album,26,fna,0.543,0.342,0,-8.647,0.0292,0.502,4.07E-05,0.106,0.153,117.934,4,C,minor,C minor
277,John Prine,Unwed Fathers (feat. Margo Price),Unwed Fathers (feat. Margo Price),single,25,fna,0.465,0.257,7,-11.443,0.0292,0.738,1.61E-06,0.166,0.546,134.222,4,G,major,G major
278,Robert Ellis,Passive Aggressive,Texas Piano Man,album,22,fna,0.581,0.404,0,-6.418,0.0403,0.182,0.259,0.0947,0.521,136.771,4,C,major,C major
279,Kelsey Waldon,"Kentucky, 1988",White Noise / White Lines,album,21,fna,0.316,0.672,3,-7.581,0.0463,0.0181,0.000377,0.1,0.422,89.26,4,D#,major,D# major
280,Andrew Combs,Ideal Man,Ideal Man,album,20,fna,0.564,0.515,0,-8.18,0.0268,0.628,0.00164,0.151,0.378,107.614,4,C,major,C major
281,Lillie Mae,A Golden Year,Other Girls,album,19,fna,0.376,0.518,0,-9.405,0.0336,0.0509,0.00091,0.113,0.175,139.939,4,C,major,C major
282,Fruition,Wild as the Night,Wild as the Night,single,14,fna,0.436,0.33,11,-8.758,0.0273,0.571,0.000795,0.105,0.105,151.952,4,B,major,B major
283,John Paul White,This Isn't Gonna End Well,The Hurting Kind,album,9,fna,0.402,0.397,10,-7.21,0.0312,0.131,8.82E-05,0.1,0.736,203.94,4,A#,major,A# major
284,Yola,Faraway Look,Walk Through Fire,album,0,fna,0.387,0.565,6,-5.415,0.0253,0.396,0.00627,0.288,0.193,83.145,4,F#,major,F# major
285,Che Apalache,The Dreamer,Rearrange My Heart,album,0,fna,0.295,0.426,3,-8.734,0.0343,0.824,0.000157,0.113,0.381,184.125,4,D#,major,D# major
286,KAROL G,Tusa,Tusa,single,88,latin,0.803,0.715,2,-3.28,0.298,0.295,0.000134,0.0574,0.574,101.085,4,D,major,D major
287,J Balvin,LA CANCIÓN,OASIS,album,84,latin,0.754,0.646,7,-5.795,0.317,0.152,1.85E-05,0.108,0.429,176.089,4,G,major,G major
288,Piso 21,Pa' Olvidarme De Ella,Pa' Olvidarme De Ella,single,84,latin,0.728,0.542,0,-5.195,0.0514,0.259,0,0.136,0.637,90.016,3,C,major,C major
289,Bad Bunny,Callaita,Callaita,single,83,latin,0.61,0.624,2,-4.773,0.309,0.6,2.12E-06,0.243,0.244,176.169,4,D,major,D major
290,Daddy Yankee,Con Calma,Con Calma,single,81,latin,0.737,0.86,8,-2.652,0.0593,0.11,1.94E-06,0.0574,0.656,93.989,4,G#,minor,G# minor
291,Anuel AA,China,China,single,81,latin,0.786,0.808,7,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,4,G,major,G major
292,Jhay Cortez,No Me Conoce - Remix,Famouz,album,80,latin,0.806,0.786,10,-3.831,0.0741,0.145,0,0.0935,0.58,91.973,4,A#,minor,A# minor
293,Tainy,Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),single,80,latin,0.734,0.836,10,-4.803,0.0735,0.017,1.64E-05,0.179,0.623,80.002,4,A#,minor,A# minor
294,DJ Snake,Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,album,80,latin,0.694,0.758,11,-2.986,0.218,0.278,1.34E-06,0.102,0.371,192.091,4,B,major,B major
295,Maluma,11:00 PM,11:11,album,80,latin,0.777,0.712,10,-4.84,0.277,0.217,0,0.091,0.68,95.692,4,A#,major,A# major
296,Sech,Otro Trago - Remix,Otro Trago (Remix),single,78,latin,0.725,0.79,0,-2.331,0.197,0.0711,1.14E-06,0.0602,0.763,175.988,4,C,major,C major
297,Camilo,Tutu,Tutu,single,78,latin,0.731,0.832,9,-2.592,0.0503,0.273,0,0.0665,0.94,146.013,4,A,major,A major
298,Lunay,Soltera - Remix,Soltera (Remix),single,78,latin,0.795,0.783,5,-4.271,0.0432,0.361,0,0.437,0.799,92.01,4,F,major,F major
299,Natti Natasha,La Mejor Versión de Mi - Remix,La Mejor Versión de Mi (Remix),single,78,latin,0.735,0.712,11,-5.119,0.0326,0.732,0,0.302,0.894,131.938,4,B,minor,B minor
300,ROSALÍA,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",single,78,latin,0.78,0.759,1,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,4,C#,major,C# major
301,Carin Leon,Me La Avente,El Malo,album,78,latin,0.723,0.48,11,-4.1,0.0326,0.557,0,0.0705,0.909,144.533,3,B,minor,B minor
302,Maluma,HP,11:11,album,77,latin,0.837,0.791,4,-3.157,0.0773,0.252,1.14E-06,0.188,0.618,91.98,4,E,minor,E minor
303,Mau y Ricky,La Boca,Para Aventuras y Curiosidades,album,77,latin,0.618,0.795,2,-1.8,0.113,0.0655,0,0.309,0.76,185.901,4,D,major,D major
304,Mike Bahía,Detente,Navegando,album,77,latin,0.736,0.585,7,-4.617,0.346,0.273,0,0.106,0.363,171.932,4,G,major,G major
305,Anuel AA,Secreto,Secreto,single,75,latin,0.807,0.803,11,-4.156,0.126,0.602,0.00853,0.136,0.706,91.987,4,B,major,B major
306,Sech,Que Mas Pues - Remix,Sueños,album,75,latin,0.647,0.661,11,-5.027,0.2,0.121,2.27E-06,0.12,0.811,113.358,5,B,major,B major
307,Paulo Londra,Tal Vez,Homerun,album,75,latin,0.855,0.649,8,-2.443,0.151,0.25,0,0.0801,0.741,161.986,4,G#,major,G# major
308,Sebastian Yatra,Un Año,Un Año,single,74,latin,0.771,0.382,1,-6.808,0.0514,0.148,0,0.104,0.535,94.931,4,C#,minor,C# minor
309,Dalex,Cuaderno,Climaxxx,album,74,latin,0.681,0.648,1,-5.021,0.38,0.523,0,0.104,0.688,172.02,4,C#,minor,C# minor
310,Ozuna,Baila Baila Baila,Nibiru,album,73,latin,0.837,0.626,11,-5.674,0.152,0.0588,0,0.252,0.592,99.987,4,B,minor,B minor
311,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta),R.I.P. (feat. Rita Ora & Anitta),single,72,latin,0.764,0.752,8,-3.713,0.0711,0.18,0,0.0701,0.698,100.066,4,G#,minor,G# minor
312,Adriel Favela,Miami Vibe,Miami Vibe,single,72,latin,0.795,0.731,4,-6.949,0.041,0.337,0,0.0935,0.88,103.509,3,E,minor,E minor
313,Aventura,Inmortal,Utopia,album,71,latin,0.77,0.775,8,-4.65,0.0349,0.178,0,0.0651,0.848,124.013,4,G#,minor,G# minor
314,TINI,Fresa,Fresa,single,71,latin,0.781,0.866,5,-3.493,0.0867,0.216,0,0.101,0.864,95.993,4,F,minor,F minor
315,Manuel Turizo,Te Quemaste,ADN,album,71,latin,0.729,0.773,0,-2.486,0.131,0.611,0.00106,0.287,0.718,176.053,4,C,major,C major
316,Christian Nodal,De Los Besos Que Te Di,De Los Besos Que Te Di,single,71,latin,0.683,0.501,11,-3.823,0.031,0.305,0,0.0439,0.703,97.971,4,B,minor,B minor
317,Alejandro Sanz,Mi Persona Favorita,#ELDISCO,album,70,latin,0.582,0.659,8,-7.511,0.114,0.543,0,0.0656,0.583,155.957,4,G#,major,G# major
