,artist.name,track.name,album.name,album.type,popularity,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,key_name,mode_name,key_mode
484,Kygo,Higher Love,Higher Love,single,83,dance,0.693,0.678,8,-7.159,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,4,G#,major,G# major
485,MEDUZA,Piece Of Your Heart,Piece Of Your Heart,single,82,dance,0.677,0.744,10,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,4,A#,minor,A# minor
486,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),single,79,dance,0.807,0.887,1,-4.311,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,C#,minor,C# minor
487,R3HAB,All Around The World (La La La),All Around The World (La La La),single,78,dance,0.733,0.859,9,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,4,A,minor,A minor
488,FISHER,Losing It,Losing It,single,77,dance,0.76,0.964,2,-5.844,0.0577,0.00181,0.703,0.0975,0.643,125.003,4,D,major,D major
489,Tiësto,Ritual,Ritual,single,76,dance,0.647,0.726,3,-4.389,0.0552,0.157,0,0.0844,0.767,114.996,4,D#,minor,D# minor
490,NOTD,So Close,So Close (feat. Georgia Ku),single,76,dance,0.7,0.872,10,-5.896,0.0666,0.121,7.08E-06,0.103,0.761,125.03,4,A#,major,A# major
491,Avicii,Heaven,TIM,album,74,dance,0.592,0.873,9,-5.65,0.0275,0.0715,0.00982,0.142,0.516,122.011,4,A,major,A major
492,David Guetta,Better When You're Gone,Better When You're Gone,single,71,dance,0.647,0.795,1,-3.548,0.0372,0.0635,0,0.188,0.409,127.992,4,C#,minor,C# minor
493,Joel Corry,Sorry,Sorry,single,71,dance,0.744,0.79,8,-4.617,0.0562,0.0547,0.000802,0.32,0.847,125.002,4,G#,minor,G# minor
494,Martin Garrix,No Sleep (feat. Bonn),No Sleep (feat. Bonn),single,70,dance,0.44,0.635,11,-6.385,0.0326,0.129,0,0.121,0.327,128.133,4,B,major,B major
495,Sigala,Wish You Well,Wish You Well,single,70,dance,0.669,0.895,5,-3.787,0.0575,0.128,0,0.297,0.576,124.975,4,F,minor,F minor
496,FISHER,You Little Beauty,You Little Beauty,single,70,dance,0.926,0.951,6,-5.531,0.0924,0.00232,0.452,0.313,0.918,123.987,4,F#,minor,F# minor
497,Duke Dumont,Red Light Green Light,"Red Light Green Light (For Club Play Only, Pt. 6)",single,69,dance,0.811,0.825,2,-5.48,0.0654,0.000646,0.517,0.0689,0.95,124.005,4,D,major,D major
498,Gorgon City,There For You,There For You,single,68,dance,0.533,0.844,11,-5.04,0.0302,0.00529,8.91E-05,0.0722,0.712,123.971,4,B,minor,B minor
499,Zara Larsson,All the Time - Don Diablo Remix,All the Time (Don Diablo Remix),single,67,dance,0.675,0.931,1,-3.432,0.0742,0.0794,2.33E-05,0.11,0.613,124.008,4,C#,minor,C# minor
500,Yves V,We Got That Cool (feat. Afrojack & Icona Pop),We Got That Cool (feat. Afrojack & Icona Pop),single,67,dance,0.639,0.865,1,-5.01,0.0357,0.00462,1.26E-06,0.208,0.611,124.01,4,C#,major,C# major
501,Oliver Heldens,Fire In My Soul,Fire In My Soul,single,66,dance,0.592,0.977,6,-3.389,0.312,0.206,0.000103,0.0703,0.496,126.178,4,F#,major,F# major
502,Jess Glynne,One Touch,One Touch,single,66,dance,0.686,0.693,0,-6.245,0.131,0.329,0,0.136,0.699,124.206,4,C,minor,C minor
503,CamelPhat,Breathe,Breathe,single,66,dance,0.595,0.877,9,-7.414,0.0442,0.00646,0.0879,0.398,0.081,125.015,4,A,minor,A minor
504,Dynoro,Obsessed,Obsessed,single,66,dance,0.582,0.826,11,-4.599,0.0612,0.0614,2.70E-06,0.108,0.201,117.948,4,B,minor,B minor
505,DJ Snake,Magenta Riddim,Carte Blanche,album,65,dance,0.602,0.892,10,-3.66,0.0672,0.000393,0.813,0.304,0.57,102.047,4,A#,minor,A# minor
506,Kygo,Carry On - Nicky Romero Remix,Carry On (Nicky Romero Remix),single,65,dance,0.447,0.684,9,-4.721,0.09,0.175,0,0.478,0.437,125.655,4,A,minor,A minor
507,Dom Dolla,Take It,Take It,single,65,dance,0.851,0.742,0,-6.126,0.0377,0.0259,0.256,0.111,0.236,123.033,4,C,major,C major
508,Elderbrook,Something About You (with Rudimental),Something About You (with Rudimental),single,65,dance,0.767,0.605,6,-5.737,0.188,0.559,0.000363,0.193,0.657,107.042,4,F#,minor,F# minor
509,Peggy Gou,Starry Night - Edit,Starry Night,single,64,dance,0.747,0.865,8,-8.094,0.0351,0.00915,0.486,0.0425,0.935,122.994,4,G#,minor,G# minor
510,PNAU,Solid Gold,Solid Gold,single,64,dance,0.567,0.946,5,-2.245,0.0541,0.0978,1.37E-06,0.0836,0.295,104.983,4,F,minor,F minor
511,Don Diablo,Brave,Brave,single,64,dance,0.654,0.874,6,-3.885,0.0543,0.169,1.77E-06,0.134,0.542,119.85,4,F#,major,F# major
512,Timmy Trumpet,Therapy,Therapy,single,64,dance,0.504,0.896,10,-6.249,0.044,0.00183,0.0284,0.134,0.0393,149.936,4,A#,minor,A# minor
513,Paul Kalkbrenner,No Goodbye,No Goodbye,single,64,dance,0.945,0.584,6,-7.649,0.044,0.0955,0.341,0.147,0.626,124.996,4,F#,minor,F# minor
514,Avicii,Tough Love - Tiësto Remix / Radio Edit,Tough Love (Tiësto Remix),single,64,dance,0.594,0.935,8,-3.562,0.0565,0.0249,3.97E-06,0.637,0.366,127.015,4,G#,major,G# major
515,Jack Back,Survivor,Survivor / Put Your Phone Down (Low),single,63,dance,0.715,0.87,3,-3.303,0.0494,0.00975,0.0927,0.0829,0.305,125.008,4,D#,major,D# major
516,Tiësto,Grapevine,Grapevine,single,63,dance,0.714,0.828,3,-4.663,0.0598,0.00514,0.154,0.32,0.208,124.034,4,D#,major,D# major
517,Skrillex,Midnight Hour with Boys Noize & Ty Dolla $ign,Midnight Hour with Boys Noize & Ty Dolla $ign,single,62,dance,0.795,0.899,0,-4.202,0.0685,0.00235,0.000392,0.199,0.329,125.978,4,C,major,C major
518,Dombresky,Soul Sacrifice,Soul Sacrifice,single,62,dance,0.847,0.934,9,-5.381,0.0442,0.00783,0.494,0.0797,0.863,126.035,4,A,major,A major
519,Alesso,In The Middle,In The Middle,single,61,dance,0.751,0.92,9,-5.618,0.0964,0.00504,0.00302,0.127,0.633,122.991,4,A,minor,A minor
520,Avicii,SOS - Laidback Luke Tribute Remix / Radio Edit,SOS (Laidback Luke Tribute Remix),single,61,dance,0.572,0.915,5,-4.451,0.0625,0.0111,0,0.339,0.678,123.919,4,F,minor,F minor
521,Cheat Codes,Who's Got Your Love,Who's Got Your Love,single,61,dance,0.704,0.888,11,-2.872,0.0541,0.00553,0.0011,0.079,0.531,125.027,4,B,major,B major
522,David Guetta,Thing For You (With Martin Solveig),Thing For You (With Martin Solveig),single,61,dance,0.774,0.723,2,-5.545,0.0496,0.0395,1.82E-05,0.1,0.769,121.057,4,D,major,D major
523,Audien,Never Letting Go,Never Letting Go,single,60,dance,0.534,0.765,1,-3.151,0.0338,0.0915,0.00107,0.225,0.117,127.978,4,C#,major,C# major
524,Leftwing : Kody,I Feel It,I Feel It,single,60,dance,0.566,0.954,6,-4.678,0.0376,0.00411,0.0257,0.0943,0.887,125.967,4,F#,major,F# major
525,Moguai,Faith,Faith,single,60,dance,0.559,0.669,2,-5.111,0.203,0.0251,0.00303,0.302,0.206,121.232,4,D,major,D major
526,ARTY,Save Me Tonight,Save Me Tonight,single,59,dance,0.55,0.899,5,-3.284,0.0458,0.0113,9.65E-05,0.137,0.408,125.85,4,F,minor,F minor
527,Arlissa,Hearts Ain't Gonna Lie - Eden Prince Remix,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",single,59,dance,0.609,0.83,6,-3.759,0.0793,0.201,6.18E-05,0.0321,0.604,117.833,4,F#,minor,F# minor
528,Martin Garrix,Mistaken (feat. Alex Aris),Mistaken (feat. Alex Aris),single,59,dance,0.424,0.694,6,-4.912,0.0386,0.0573,0.000937,0.133,0.0801,128.034,4,F#,minor,F# minor
529,Wilkinson,All For You,All For You,single,59,dance,0.526,0.783,0,-3.681,0.0376,0.00499,0,0.136,0.138,173.972,4,C,minor,C minor
530,Armin van Buuren,Something Real,Something Real,single,59,dance,0.575,0.808,1,-4.578,0.0439,0.0446,0,0.0693,0.232,127.922,4,C#,major,C# major
531,Solardo,XTC,XTC,single,59,dance,0.703,0.929,3,-6.5,0.0661,0.00761,0.00334,0.219,0.585,128.005,4,D#,minor,D# minor
532,Deorro,All This Time,All This Time,single,59,dance,0.66,0.857,2,-5.219,0.321,0.167,1.36E-05,0.119,0.233,130.069,4,D,major,D major
533,BTS,Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,album,84,kpop,0.645,0.862,11,-4.757,0.0965,0.0923,0,0.192,0.798,119.991,4,B,minor,B minor
534,K/DA,POP/STARS,POP/STARS,single,79,kpop,0.566,0.769,7,-4.342,0.0872,0.0183,0,0.108,0.385,170.036,4,G,major,G major
535,BLACKPINK,DDU-DU DDU-DU,SQUARE UP,single,78,kpop,0.671,0.859,4,-3.922,0.0833,0.0323,0,0.267,0.389,139.931,4,E,minor,E minor
536,BLACKPINK,As If It's Your Last,As If It's Your Last,single,78,kpop,0.786,0.853,8,-2.687,0.0816,0.0688,0,0.0759,0.45,125.034,4,G#,major,G# major
537,BLACKPINK,BOOMBAYAH,SQUARE ONE,single,77,kpop,0.658,0.836,5,-3.282,0.0549,0.00264,1.02E-06,0.507,0.387,124.969,4,F,minor,F minor
538,BTS,Mikrokosmos,MAP OF THE SOUL : PERSONA,album,76,kpop,0.58,0.858,8,-5.212,0.114,0.125,0,0.0502,0.475,174.039,3,G#,major,G# major
539,BLACKPINK,PLAYING WITH FIRE,SQUARE TWO,single,76,kpop,0.707,0.758,4,-4.511,0.0917,0.0399,0,0.141,0.674,97.037,4,E,minor,E minor
540,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,Way Back Home (feat. Conor Maynard) [Sam Feldt Edit],single,76,kpop,0.737,0.747,10,-4.818,0.0323,0.269,0,0.219,0.447,105.943,4,A#,major,A# major
541,JENNIE,SOLO,SOLO,single,74,kpop,0.751,0.642,3,-5.165,0.087,0.0861,0,0.0953,0.388,95.045,4,D#,minor,D# minor
542,iKON,LOVE SCENARIO,Return,album,74,kpop,0.806,0.707,7,-4.623,0.0307,0.331,0,0.294,0.746,118.011,4,G,major,G major
543,BTS,FAKE LOVE,Love Yourself 轉 'Tear',album,74,kpop,0.557,0.719,2,-4.515,0.0372,0.00267,0,0.306,0.344,77.501,4,D,minor,D minor
544,EXO,Love Shot,LOVE SHOT– The 5th Album Repackage,album,73,kpop,0.689,0.678,5,-4.287,0.119,0.0702,0,0.0889,0.335,145.883,4,F,minor,F minor
545,SHAUN,Way Back Home,Take,single,73,kpop,0.745,0.739,10,-4.591,0.0327,0.405,0.000183,0.127,0.556,99.913,4,A#,major,A# major
546,j-hope,Chicken Noodle Soup (feat. Becky G),Chicken Noodle Soup (feat. Becky G),single,73,kpop,0.826,0.817,2,-4.081,0.0921,0.00502,1.09E-05,0.294,0.168,97.053,4,D,major,D major
547,Red Velvet,Bad Boy,The Perfect Red Velvet - The 2nd Album Repackage,album,72,kpop,0.714,0.736,2,-3.801,0.0457,0.191,0,0.0553,0.814,149.985,4,D,major,D major
548,BLACKPINK,Kill This Love,Kill This Love,single,71,kpop,0.738,0.861,2,-4.141,0.237,0.318,0.00182,0.325,0.58,131.98,4,D,major,D major
549,IU,BBIBBI,BBIBBI,single,71,kpop,0.839,0.617,7,-4.692,0.331,0.241,0,0.3,0.821,143.894,4,G,major,G major
550,IU,Blueming,Love poem,single,71,kpop,0.819,0.674,0,-3.145,0.0587,0.0849,0,0.0667,0.682,106.032,4,C,major,C major
551,RM,seoul (prod. HONNE),mono.,album,71,kpop,0.587,0.664,0,-8.63,0.0645,0.344,2.47E-05,0.324,0.453,99.8,4,C,major,C major
552,BLACKPINK,Forever Young,SQUARE UP,single,70,kpop,0.6,0.96,4,-1.807,0.095,0.0426,0,0.0882,0.503,109.863,4,E,major,E major
553,SUNMI,Gashina,SUNMI SPECIAL EDITION [Gashina],single,70,kpop,0.722,0.833,6,-3.915,0.094,0.0556,0,0.195,0.53,93.941,4,F#,major,F# major
554,EVERGLOW,Adios,HUSH,single,70,kpop,0.633,0.706,10,-5.137,0.0627,0.000587,0.0795,0.245,0.399,128.187,4,A#,minor,A# minor
555,EXO,Obsession,OBSESSION - The 6th Album,album,70,kpop,0.704,0.729,7,-3.851,0.0624,0.0024,0,0.218,0.71,129.992,4,G,major,G major
556,MAMAMOO,gogobebe,White Wind,single,70,kpop,0.704,0.787,0,-3.114,0.082,0.114,0,0.228,0.707,96.929,4,C,major,C major
557,TOMORROW X TOGETHER,CROWN,The Dream Chapter: STAR,single,70,kpop,0.622,0.8,5,-5.819,0.0425,0.0505,0,0.0619,0.58,110.977,4,F,major,F major
558,ITZY,ICY,IT'z ICY,single,70,kpop,0.801,0.904,2,-2.819,0.0834,0.0324,3.10E-05,0.182,0.814,124.979,4,D,major,D major
559,DEAN,instagram,instagram,single,70,kpop,0.463,0.566,8,-6.195,0.145,0.196,0,0.284,0.219,93.921,4,G#,major,G# major
560,SuperM,Jopping,SuperM - The 1st Mini Album,album,69,kpop,0.74,0.835,10,-3.425,0.0839,0.0139,0,0.857,0.535,123.024,4,A#,minor,A# minor
561,BTS,Heartbeat (BTS World Original Soundtrack),BTS WORLD (Original Soundtrack),compilation,69,kpop,0.437,0.716,5,-4.306,0.05,0.39,0,0.208,0.307,170.094,4,F,major,F major
562,BLACKPINK,Don't Know What To Do,Kill This Love,single,69,kpop,0.628,0.64,6,-4.164,0.0491,0.0992,0,0.138,0.409,129.815,4,F#,minor,F# minor
563,BTS,IDOL,Love Yourself 結 'Answer',album,69,kpop,0.709,0.857,9,-3.394,0.0881,0.00219,0,0.103,0.446,126.038,4,A,major,A major
564,Red Velvet,Peek-A-Boo,Perfect Velvet - The 2nd Album,album,69,kpop,0.839,0.902,1,-3.612,0.0536,0.0868,0.00257,0.272,0.639,114.953,4,C#,minor,C# minor
565,MAMAMOO,Egotistic,RED MOON,single,69,kpop,0.616,0.833,3,-3.314,0.067,0.315,0,0.175,0.595,97.898,4,D#,minor,D# minor
566,GOT7,You Calling My Name,Call My Name,single,69,kpop,0.813,0.667,0,-4.061,0.0616,0.0917,0,0.0802,0.514,111.02,4,C,minor,C minor
567,ATEEZ,WONDERLAND,TREASURE EP.FIN: All To Action,album,69,kpop,0.572,0.964,4,-1.949,0.123,0.0503,0,0.372,0.519,129.979,4,E,minor,E minor
568,NCT DREAM,BOOM,We Boom - The 3rd Mini Album,single,69,kpop,0.914,0.516,5,-4.178,0.0918,0.131,0,0.0441,0.702,119.969,4,F,minor,F minor
569,SOMI,BIRTHDAY,BIRTHDAY,single,68,kpop,0.687,0.843,7,-4.242,0.109,0.0163,9.96E-06,0.0372,0.597,180.055,4,G,major,G major
570,PENTAGON,Shine,Positive,single,68,kpop,0.74,0.804,3,-2.187,0.0546,0.411,0,0.0578,0.791,150.013,4,D#,major,D# major
571,MOMOLAND,BBoom BBoom,GREAT!,single,68,kpop,0.785,0.744,3,-4.249,0.0369,0.0149,0.00666,0.0661,0.833,126.018,4,D#,minor,D# minor
572,IZ*ONE,La Vie en Rose,COLOR*IZ,album,67,kpop,0.698,0.908,9,-1.211,0.0548,0.0899,0,0.115,0.606,115.975,4,A,minor,A minor
573,CHUNG HA,Gotta Go,Gotta Go,single,67,kpop,0.53,0.829,3,-2.526,0.0445,0.0741,0,0.0993,0.423,101.85,4,D#,minor,D# minor
574,HEIZE,We don’t talk together,We don’t talk together,single,67,kpop,0.64,0.734,11,-4.67,0.0381,0.039,0,0.333,0.308,97.862,4,B,minor,B minor
575,TWICE,Feel Special,Feel Special,album,66,kpop,0.709,0.959,1,-1.339,0.0603,0.0296,0.00188,0.107,0.644,128.983,4,C#,major,C# major
576,CHUNG HA,Snapping,Flourishing,single,66,kpop,0.751,0.726,8,-3.499,0.038,0.0706,3.42E-06,0.278,0.581,104.914,4,G#,minor,G# minor
577,SEVENTEEN,Home,SEVENTEEN 6TH MINI ALBUM 'YOU MADE MY DAWN',single,66,kpop,0.741,0.547,9,-5.029,0.253,0.427,0,0.0931,0.615,87.977,4,A,major,A major
578,(G)I-DLE,LATATA,I am,single,66,kpop,0.774,0.792,9,-4.019,0.224,0.00427,1.15E-06,0.283,0.505,98.1,4,A,minor,A minor
579,NCT 127,Simon Says,NCT #127 Regulate - The 1st Album Repackage,album,65,kpop,0.653,0.836,9,-6.018,0.238,0.218,0,0.0507,0.569,151.977,4,A,major,A major
580,The Rose,She's In The Rain,Dawn,single,65,kpop,0.36,0.533,3,-4.394,0.0302,0.375,0,0.0768,0.421,92.854,4,D#,major,D# major
581,RM,forever rain,mono.,album,65,kpop,0.389,0.591,7,-8.437,0.0622,0.0307,6.53E-05,0.392,0.252,138.902,4,G,major,G major
582,ATEEZ,Say My Name,TREASURE EP.2: Zero To One,single,65,kpop,0.634,0.9,6,-2.614,0.0583,0.212,0,0.317,0.623,152.968,4,F#,minor,F# minor
583,(G)I-DLE,HANN (Alone),HANN (Alone),single,65,kpop,0.709,0.718,6,-3.315,0.0312,0.059,0,0.167,0.24,104.971,4,F#,minor,F# minor
